test_idx,seed,n_iter,batch_size,n_units_hidden,flowmiagan_auc,domias_auc,dcr_auc,accuracy,precision,recall,f1-score
119,42,100,1000,64,0.587575175,0.7044415399999999,0.7681851399999999,0.9973076923076923,0.9971293923544073,0.9962241828489522,0.9966754939972975
120,42,100,1000,128,0.39062538,0.263173435,0.7816966299999999,0.9973076923076923,0.9976271610913512,0.9957285447069604,0.996672182286825
121,42,150,50,32,0.584381295,0.34426020500000004,0.76272654,0.9986923076923077,0.9980191033774958,0.9987584372582526,0.9983879062212807
122,42,150,50,64,0.576176945,0.260403515,0.7968230099999999,0.9974615384615385,0.9972371132838824,0.9964965881880968,0.9968659849353521
123,42,150,50,128,0.44337728,0.54759366,0.8033002600000001,0.9977692307692307,0.9974526895495306,0.9970413988663862,0.9972467770878484
124,42,150,100,32,0.56835283,0.800679745,0.75069247,0.988,0.9898999221495315,0.9804871170436887,0.9850535084397856
125,42,150,100,64,0.549255195,0.240676805,0.77804596,0.9973846153846154,0.9971009400162233,0.9964429918755231,0.9967712820940768
126,42,150,100,128,0.5540366250000001,0.35925861,0.7828484099999999,0.9978461538461538,0.99775358810958,0.9969297824649626,0.9973406154879515
127,42,150,500,32,0.45666593,0.80246122,0.6094606899999999,0.8909230769230769,0.9340281008653577,0.8068646145464451,0.845001553179619
128,42,150,500,64,0.33908171,0.2646053,0.7555524000000001,0.995,0.9951840273671336,0.9924685281897769,0.9938146225090836
129,42,150,500,128,0.5785129250000001,0.32174188000000004,0.75807301,0.9981538461538462,0.9979687412085105,0.9974745931432518,0.9977212821959455
130,42,150,1000,32,0.557040545,0.687141635,0.65336881,0.9851538461538462,0.9848378104025575,0.9784214471214634,0.9815632417805364
131,42,150,1000,64,0.38932441500000003,0.279547525,0.7297921700000001,0.9952307692307693,0.9952621413019669,0.9929597425554926,0.9941025571458555
132,42,150,1000,128,0.46606666,0.22820459999999998,0.7695475599999999,0.9987692307692307,0.9980732140192359,0.998894639927825,0.9984828602891715
133,42,200,50,32,0.352462155,0.272442835,0.74721455,0.9972307692307693,0.996746913309158,0.9964184056073744,0.9965824886895711
134,42,200,50,64,0.56419743,0.31697076,0.77537817,0.9977692307692307,0.9973706517974292,0.9971240052233847,0.997247232389715
135,42,200,50,128,0.5987188099999999,0.46297833499999996,0.75319918,0.9978461538461538,0.9975066116399633,0.9971776015359585,0.9973419356474442
136,42,200,100,32,0.37713949999999996,0.33329276,0.75129857,0.9985384615384615,0.9979109158300938,0.998486031919108,0.9981979510499157
137,42,200,100,64,0.60912374,0.29474228,0.78035726,0.9982307692307693,0.997776390430386,0.9978586148838201,0.9978174919784254
138,42,200,100,128,0.58465745,0.31142799,0.77864447,0.9985384615384615,0.9982379362812527,0.9981556064911135,0.9981967606974197
139,42,200,500,32,0.449370285,0.1868578,0.66378325,0.925923076923077,0.9517789155498305,0.8696628927718386,0.9001887945812921
140,42,200,500,64,0.5831405000000001,0.329661845,0.75434883,0.9969230769230769,0.9971092086909017,0.9952953504300948,0.9961970957512783
141,42,200,500,128,0.5622276500000001,0.33960940000000006,0.77956534,0.9988461538461538,0.9984534955978516,0.9987004171694027,0.9985768602215829
142,42,200,1000,32,0.44056752000000005,0.781213365,0.8034065699999999,0.9696153846153847,0.9588497672970789,0.9670993538395852,0.9628519813649913
143,42,200,1000,64,0.4608364,0.5101886500000001,0.75035191,0.9961538461538462,0.9946121142506468,0.9959158763023386,0.9952612797653234
144,42,200,1000,128,0.45245772,0.33166044,0.77613582,0.9984615384615385,0.9978568389166012,0.9983498292495356,0.9981029499303695
145,100,50,50,32,0.43109069499999997,0.153412435,0.78238998,0.9891538461538462,0.9916603323645576,0.9816214871602886,0.9864826157921587
146,100,50,50,64,0.30560539999999997,0.52269833,0.79163458,0.9965384615384615,0.996343269461347,0.9951099752242248,0.9957242177768884
147,100,50,50,128,0.611153605,0.615474635,0.76635339,0.9980769230769231,0.9976684452310235,0.9975862095446755,0.9976273167071312
148,100,50,100,32,0.44517515500000004,0.22077591000000002,0.7451086,0.9863846153846154,0.9876516427611318,0.9787007436236521,0.9830486886967265
149,100,50,100,64,0.31638362000000003,0.719809425,0.75430865,0.996,0.9953904852694614,0.9947348010362089,0.9950619608497646
150,100,50,100,128,0.4015387100000001,0.33523978499999996,0.7907826400000001,0.9986153846153846,0.9980464501409555,0.9985396282316816,0.9982926549373325
151,100,50,500,32,0.546119755,0.165233615,0.45179914000000004,0.7176153846153847,0.3588076923076923,0.5,0.4177974830937346
152,100,50,500,64,0.257856225,0.48438051,0.7443390700000001,0.9917692307692307,0.9930226932192963,0.9866654097107408,0.9897803078434301
153,100,50,500,128,0.56103351,0.17973299,0.75795928,0.996,0.9949843352242453,0.9951478328212022,0.9950660414728117
154,100,50,1000,32,0.5132321950000001,0.28565687500000003,0.6653006499999999,0.7169230769230769,0.3587098760680471,0.49951763318683673,0.4175627240143369
155,100,50,1000,64,0.5662798450000001,0.35160603,0.69219879,0.9863076923076923,0.9872540493265459,0.9788949663820743,0.9829630458598876
156,100,50,1000,128,0.5000391799999999,0.27730689500000005,0.75041362,0.9920769230769231,0.9909061078379319,0.9895231983849917,0.9902115858199578
157,100,100,50,32,0.548665345,0.80793594,0.7586081100000001,0.9921538461538462,0.9934604074564546,0.9871812103446052,0.9902586843828727
158,100,100,50,64,0.579535845,0.16242879000000002,0.79305521,0.9969230769230769,0.9960416552680054,0.9963692330710769,0.9962052737878908
